Title,Location,lat,lon,Facility
"Consultant III for Care Delivery Operations, Medi-Cal Implementation","Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Supervisor, Sales Services","Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Music Therapist - Inland Empire (Fontana/Riverside),"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"Occupational Therapist, Outpatient & Inpatient Pediatrics","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Speech Therapist I, Outpatient Pediatrics","Milpitas, California",37.4332273,-121.8989248,Kaiser Permanente
Physical Therapist - Outpatient Pelvic Health,"Long Beach, California",33.7690164,-118.191604,Kaiser Permanente
Licensed Mental Health Therapist - Focused Therapy Specialist,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
Speech Language Pathologist SLP Per Diem,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Licensed Psychologist - Focused Therapy Specialist,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
Specialty Unit Staff RN - Hospital - Transitional Care Unit - DOU,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Psychiatric Social Worker - Norwalk,"Norwalk, California",33.9171,-118.0725,Kaiser Permanente
Staff RN - Hospital,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Chronic Peritoneal Dialysis RN - Full Time - West Los Angeles,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
LVN II - Part Time - West LA Med Ctr - Plastic Surgery,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), West Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
LVN I - On Call - Venice MOB - Peds After Hours,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Manager Ambulatory Care Department,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Sp Unit Staff RN - LABOR & DELIVERY,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Clinical Nursing Director - Care Without Delay ED,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
EVS Technician - MUST live in WA market,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Lactation Consultant RN - Per Diem,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Monitor Technician,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Executive Director - Cyber Risk Defense Center & Deputy CISO,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
"Assistant Nurse Manager, Operating Room FT Evenings","Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Records Clerk III,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
E&M/Specialty Coder,"Stockton, California",37.9577016,-121.2907796,Kaiser Permanente
LVN -Outpatient- Lvl II - Ontario Vineyard MOB - Family Medicine-Regular Clinic Full Time (Bilingual Spanish),"Ontario, California",34.065846,-117.6484304,Kaiser Permanente
Nurse Assistant - Observation Unit,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Respiratory Care Coordinator - Sleep Specialist,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
"Central Pharmacy Technician II, 40 hrs, Sterling","Sterling, Virginia",39.0067,-77.4291,Kaiser Permanente
Radiologic Therapy Technologist - Full Time - Ontario,"Ontario, California",34.065846,-117.6484304,Kaiser Permanente
Nurse Manager - NICU,"Roseville, California",38.7521235,-121.2880059,Kaiser Permanente
LVN -Outpatient- Lvl II - Fontana Med Center - Electrophysiology-Outpatient - Full Time,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
"Strategy Consultant III, Strategic Planning & Analysis - KFHP Georgia","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Sterile Processing Tech II - Woodland Hills - FT 3pm,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
EVS Technician - MUST live in KPWA market,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
"Staff Nurse II Short hour, Oakland, Obstetrics, Night, 16-hours","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Medical Assistant (Bilingual Cantonese) - 40 hours per week - San Francisco (French Campus),"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Surgical Scheduling Clerk,"Ventura, California",34.3435092,-119.2956042,Kaiser Permanente
EVS Technician,"Olympia, Washington",47.0451022,-122.8950075,Kaiser Permanente
"Staff Nurse II Float, L&D, Evening, Oncall","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Senior Physical Therapist,"Modesto, California",37.6390972,-120.9968782,Kaiser Permanente
Staff Registered Nurse I,"Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Vision Services Site Supervisor,"La Mesa, California",32.7678288,-117.0230839,Kaiser Permanente
Licensed Masters Mental Health Professional - Adult Outpatient,"Elk Grove, California",38.4087993,-121.3716178,Kaiser Permanente
Assistant Manager Business Line Vision,"La Mesa, California",32.7678288,-117.0230839,Kaiser Permanente
Radiologic Technologist / Mammography,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
"Clinical Audiologist Largo, MD Largo Medical Center","Largo, Maryland",38.878,-76.8317,Kaiser Permanente
"Senior Occupational Therapist, Outpatient & Inpatient, Pediatrics","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Assistant Nurse Manager, Labor and Delivery FT Nights 12hr","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Nurse Manager, Post Partum","San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
"Behavioral Health Therapist Full Time - LCSW, LPCC, LMFT","Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
LVN II-Woodland Hills MOB-Pediatrics-On Call,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Housekeeping Aide (On Call),"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Sp Unit Staff RN - PICU/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Sp Unit Staff RN - NICU/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Sp Unit Staff RN - NICU/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Pricing & Underwriting Bachelor's Intern,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
Storeroom Worker,"Lancaster, California",34.7039,-1181481,Kaiser Permanente
Housekeeping Aide (On Call),"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Staff Nurse II - CVOR,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Fontana (Full Time)","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Lifestyle Educator I-PD (Bilingual),"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Fontana (Full Time)","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Fontana (Full Time)","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Nurse Practitioner / Physician Assistant - Gastroenterology,"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
Medical Assistant - Obstetrics/Gynecology,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Patient Access Representative - TEMPORARY,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Mammography Technologist I - Seattle - Part Time,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Occupational Therapist - MMMC - On-call/Call-in,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Patient Access Representative - MUST LIVE IN KPWA MARKET,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Patient Access Representative - MUST LIVE IN KPWA MARKET,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
MRI Technologist,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
Occupational Therapist - Per Diem Inpatient AP Dysphagia,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Lic. Masters Mental Health Prof. Adult and Child Team,"Stockton, California",37.9577016,-121.2907796,Kaiser Permanente
Manager I Behavioral Health Psychology,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
Respiratory Care Practitioner II Registered,"Vacaville, California",38.3565773,-121.9877444,Kaiser Permanente
Supply Chain Technician,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Nursing Attendant,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Senior Physical Therapist,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
"Psychosocial Clinician II - Addiction Medicine Department (LCSW, LPCC, LMFT)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Medical Office Assistant II,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
CRNA - San Francisco - Per diem,"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Pharmacist Resident PGY2,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
MRI Technologist II - On Call,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Health Educator I - PD (Bilingual),"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
Pharmacist Resident PGY2,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Specialty Unit Staff RN - LABOR AND DELIVERY/ OPERATING ROOM,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Medical Social Worker II - Grade 10,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Pharmacy Assistant (Bilingual) FT,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
MRI Technologist II - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Medical Laboratory Technician, Float- Full Time","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
MRI Technologist II - On Call,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
MRI Technologist II- On Call,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
Mammography Tech - On Call,"Pinole, California",38.0043667,-122.2988587,Kaiser Permanente
Mammographer - On Call,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
Surgical Tech II - Full Time Days - West LA Med Ctr - OR,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Surgical Tech II - Full Time Evenings - West LA Med Ctr - OR,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Nurse Practitioner / Physician Assistant - Urgent Care, Per Diem","Murrieta, California",33.560832,-117.2106564,Kaiser Permanente
Licensed Social Worker,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
MRI Tech - MMMC - Day 40hrs,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
CT Tech - MMMC - Evening 40hrs,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Nurse Practitioner - Wound Care Ambulatory (Honolulu),"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"Addiction Counselor, Scheduled On-Call Brookside Residential (Clackamas)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Lactation Consultant RN,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
"Addiction Counselor, Scheduled On-Call Brookside Residential (Clackamas)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Addiction Counselor, Scheduled On-Call Brookside Residential (Clackamas)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Respiratory Care Practitioner III,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Managerial Consultant II,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
"Staff Nurse II, Neo-Natal ICU, 30 hour, Night, Oakland","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Clinical Nurse Specialist - Behavioral Health,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
LVN -Outpatient- Lvl II - Corona MOB - Family Medicine-Regular Clinic - Full Time,"Corona, California",33.8752945,-117.5664449,Kaiser Permanente
Behavioral Medicine Specialist Psychology Peds,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Occupational Therapist - Per Diem PEDS Autism,"Lancaster, California",34.7039,-1181481,Kaiser Permanente
Licensed Masters Mental Health Professional Child Team,"Campbell, California",37.2870626,-121.944881,Kaiser Permanente
Pharmacist Resident PGY2,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
PACS Administrator III,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
CT Tech - MMMC - On-call/Call-in,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Laundry Worker,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Audiologist - PD,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Monitor Technician,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse II SH - PICU,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Medical Laboratory Technician - Float-16hrs a week,"Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"Medical Laboratory Technician - Float, Full Time","Washington D.C., District of Columbia",38.8950368,-77.0365427,Kaiser Permanente
"Medical Laboratory Technician, Float, Full Time","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"Medical Laboratory Technician,  Float, Full Time","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"RN, Nicu (FT, Nights)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Cardiovascular Tech, KSMC (40 hrs, variable)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Medical Laboratory Technician, - Float, full time, day/eve","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"Cardiovascular Tech, KSMC (40, variable)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"RN, Inpatient Case Manager, (Fulltime - Day Shift) Decatur","Decatur, Georgia",33.7748,-84.2963,Kaiser Permanente
"Mammography Technologist QC Lead, Alexandria, 24 hours","Alexandria, Virginia",38.8048,-77.0469,Kaiser Permanente
"CT Technologist, Capitol Hill, 24 hours","Washington D.C., District of Columbia",38.8950368,-77.0365427,Kaiser Permanente
"CT Technologist, Largo","Largo, Maryland",38.878,-76.8317,Kaiser Permanente
LVN I,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Staff Nurse II Short Hour Evening Operating Room Roseville,"Roseville, California",38.7521235,-121.2880059,Kaiser Permanente
"RN, Inpatient, Med/Surg, Surgical, (36 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Charge Nurse, Inpatient, Med/Surg, Ortho / Neuro Spine, (24 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Certified Nurse Assistant II - Med/Surg (36-Hours, Days)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
"Charge RN, Emergency Department (36Hr, Day)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Hospital Nurse Manager II,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Certified Nursing Assistant,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Senior Data Analyst - SQL, Oracle, Python, Databricks, API","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Senior IT Engineer Applications,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
"Staff Nurse II, Neo-Natal ICU, 30 hour, night, Oakland","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Sterile Processing Technician II Certified - On Call - Night,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Staff Nurse II Float (ICU, Med/Surg Float)","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Psychologist - Autism Spectrum Disorder,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Certified Anesthesia Technician,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Staff Nurse II - ICU Critical Care 24 Hours / Week Day Shift,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
